Latitude,Longitude,Country,PowerPlant Site
-11.185832421931659,-68.3179992028883,Bolivia,False
-14.390259035894628,-61.854942751166455,Bolivia,False
-20.93919957458726,-65.46551713511263,Bolivia,False
-19.170311002468438,-60.88273138480943,Bolivia,False
-18.567733875040798,-62.309527243475024,Bolivia,False
-14.574482808908424,-70.96507164166093,Peru,False
-11.869332521835997,-71.2769476753611,Peru,False
-6.866323217480348,-76.67341269848758,Peru,False
-5.358792205394527,-78.32991261749791,Peru,False
-4.1103767175510235,-71.85420369303351,Peru,False
-13.084915256540173,-73.15723955095899,Peru,False
-1.9301042739537984,-74.36367037121468,Peru,False
-7.3147608280670635,-75.24838837617891,Peru,False
-12.17839922376529,-72.7719624930302,Peru,False
-2.705512632589498,-70.14639709125831,Peru,False
-4.5147562416010345,-75.28911505456612,Peru,False
-6.299840988477216,-77.15284298506252,Peru,False
-1.214251965084685,-75.11270947883519,Peru,False
-10.719533233622485,-77.85612176304875,Peru,False
-8.06457313880883,-76.97154112613802,Peru,False
-3.685095675856479,-74.65594826807468,Peru,False
-13.87299523001694,-74.4562869325476,Peru,False
-10.985605242142164,-76.65963022466522,Peru,False
-9.210704498350221,-77.29476373079368,Peru,False
-12.916318098319994,-74.13394349901749,Peru,False
0.4647696771479959,-70.14882820356645,Colombia,False
0.479058076862934,-73.93163234167623,Colombia,False
2.146697877252725,-67.58002625578459,Colombia,False
3.7486614044155395,-71.68370605464733,Colombia,False
4.6032086708087405,-71.85123694751844,Colombia,False
0.25723626384027654,-71.62968229146242,Colombia,False
0.7834958235480167,-70.3138475412208,Colombia,False
4.608164321572172,-72.39050710600148,Colombia,False
5.069895118866015,-75.91226768448415,Colombia,False
9.338685714436895,-75.17831809762276,Colombia,False
2.814860191196245,-70.1007714096147,Colombia,False
9.100707845258636,-74.06165956593878,Colombia,False
5.101146252068926,-72.61405791435541,Colombia,False
1.8335978300249112,-72.00134613292134,Colombia,False
1.89688151290241,-75.06341127677007,Colombia,False
0.7077472453891875,-72.87655327572381,Colombia,False
3.8996853989041416,-72.51549995775378,Colombia,False
8.516280899981782,-76.68810686664932,Colombia,False
-1.7918094000242495,-70.51622455293764,Colombia,False
0.742920951056945,-69.7975946021102,Colombia,False
7.94550658542193,-81.34521976853732,Panama,False
9.21957316258242,-82.30238489376198,Panama,False
9.133221877416851,-80.14801723896483,Panama,False
8.63832313392598,-81.68488110817283,Panama,False
9.274332930531711,-79.09548727607874,Panama,False
8.470816429014691,-80.04198002345802,Panama,False
8.218864413605946,-81.98419862959629,Panama,False
8.648596122896041,-80.49113106051718,Panama,False
7.721826940761885,-80.96341131660134,Panama,False
8.562268819479488,-81.99929869521624,Panama,False
7.729505303970122,-81.30744576723934,Panama,False
9.215252001313594,-79.9164882406055,Panama,False
7.770827179910049,-81.37446323764162,Panama,False
8.50095563849615,-80.03119309347544,Panama,False
8.477166906076782,-77.47912697359573,Panama,False
8.851675149943949,-82.32897439628758,Panama,False
9.358542153958869,-78.87512614198641,Panama,False
7.595700347700556,-80.55427409534656,Panama,False
7.579909976838564,-80.3749175404986,Panama,False
7.370014634004096,-80.9181075670096,Panama,False
10.226597101128949,-85.37170317695765,Costa Rica,False
9.662944628334406,-83.03851814859156,Costa Rica,False
8.303176994605614,-83.11726444291695,Costa Rica,False
10.449254230611873,-84.90664403199551,Costa Rica,False
10.748179875669791,-84.40531497491348,Costa Rica,False
8.88260007516278,-83.4110399417717,Costa Rica,False
10.113018202946158,-83.56809276129573,Costa Rica,False
8.515234713752657,-83.06377581491505,Costa Rica,False
10.182917874854702,-84.534724097936,Costa Rica,False
8.926031698095027,-83.14144326745105,Costa Rica,False
9.007824789436267,-82.85848612406863,Costa Rica,False
9.95625402491007,-84.18925805554598,Costa Rica,False
8.969820962429262,-83.28537502431638,Costa Rica,False
9.979796725025599,-85.30005311649951,Costa Rica,False
10.704682021953147,-84.21646193813773,Costa Rica,False
11.02248292862553,-85.33848701185165,Costa Rica,False
10.586162540397028,-83.80193095065835,Costa Rica,False
9.793183621015643,-84.1281265747259,Costa Rica,False
9.938847041100972,-85.38484387440741,Costa Rica,False
9.688290436331567,-83.5963886890034,Costa Rica,False
13.521707236889203,-84.62397854379718,Nicaragua,False
14.042487126929661,-83.73470202370832,Nicaragua,False
11.458804730769415,-85.42713436101016,Nicaragua,False
12.745486086750315,-85.28629918044668,Nicaragua,False
12.34307646718977,-84.35173866813989,Nicaragua,False
13.398541577318912,-84.50226643024122,Nicaragua,False
11.35175695424069,-84.21966345290188,Nicaragua,False
12.922696377416644,-85.79289890111097,Nicaragua,False
13.145721717275435,-86.06623456534011,Nicaragua,False
11.629895865223519,-84.68175945343411,Nicaragua,False
12.166846054801233,-86.6155983864141,Nicaragua,False
12.571841954310514,-84.77174896593434,Nicaragua,False
11.584965236222732,-85.07271963246225,Nicaragua,False
11.023564578533648,-84.8162891610386,Nicaragua,False
13.836747900231494,-84.58916754621552,Nicaragua,False
14.454219916865696,-84.2025375441251,Nicaragua,False
13.909927182075727,-84.02773857549688,Nicaragua,False
13.854604050167959,-86.14510644730694,Nicaragua,False
13.7981102595364,-83.96646701576607,Nicaragua,False
13.76634411152284,-83.84809533810318,Nicaragua,False
14.61045153896014,-86.8212634874092,Honduras,False
14.143948436193579,-88.1975084309992,Honduras,False
13.112509343171505,-87.24764906886423,Honduras,False
15.073247785926723,-87.91566569484658,Honduras,False
15.022414856940674,-84.55757604636489,Honduras,False
14.58492083823875,-88.42172679261273,Honduras,False
15.248164350315164,-84.22070394578543,Honduras,False
14.769688912094308,-85.9811127407435,Honduras,False
15.782939069370325,-84.6555583377676,Honduras,False
14.80290758453933,-87.95550865708398,Honduras,False
15.078684789551136,-86.08233169968074,Honduras,False
15.445839390272424,-85.38334531121001,Honduras,False
15.324002057981728,-84.329717126856,Honduras,False
15.05587235808791,-88.17410541733595,Honduras,False
15.329900226324629,-83.9914194539278,Honduras,False
15.163227641162637,-88.05618290301446,Honduras,False
15.79827572701601,-85.02727333267586,Honduras,False
14.960495959141856,-84.89615072831538,Honduras,False
14.484363822210268,-87.03718290388107,Honduras,False
15.342336622920815,-83.90103320409338,Honduras,False
13.632759670785427,-88.49500750060841,El Salvador,False
13.811239827379033,-89.33611401667392,El Salvador,False
14.05204516514091,-88.70225399205546,El Salvador,False
13.534159201679092,-88.72960685043778,El Salvador,False
14.112738064747182,-88.92476388807873,El Salvador,False
14.267058343200645,-89.54349325241121,El Salvador,False
13.203402893004977,-87.89390995834884,El Salvador,False
13.951873990274802,-88.65877085521552,El Salvador,False
13.659457927908692,-88.37267529734964,El Salvador,False
14.239849972624768,-89.35864317426402,El Salvador,False
13.671933571645905,-89.05985901605561,El Salvador,False
13.45170191549627,-88.94955505637567,El Salvador,False
14.38156222183488,-89.47866890660164,El Salvador,False
13.247230112459764,-88.32171155059403,El Salvador,False
14.204351569844254,-89.08481372465407,El Salvador,False
13.402035696176979,-88.35510846333185,El Salvador,False
13.262824462379474,-88.48907142712177,El Salvador,False
13.97199961494239,-88.64505816632861,El Salvador,False
13.76676240048537,-88.48636948564946,El Salvador,False
14.225220830217644,-89.26972183577205,El Salvador,False
15.078042174119343,-90.87741905740992,Guatemala,False
15.403767602439714,-89.38397998058004,Guatemala,False
14.426480695386285,-91.16853890425152,Guatemala,False
16.211154909240353,-89.55376358372045,Guatemala,False
17.00134044962163,-90.91013531745358,Guatemala,False
15.013316608222533,-89.17584506607749,Guatemala,False
15.566832952103734,-89.79151077179027,Guatemala,False
14.025427799577695,-91.12456016394141,Guatemala,False
15.529076010958528,-88.5455139784968,Guatemala,False
14.121526566998249,-91.15302539840526,Guatemala,False
15.934166089466597,-90.80109659306363,Guatemala,False
17.223863782121537,-90.14830352364766,Guatemala,False
15.242002357842566,-89.73220029899278,Guatemala,False
15.440672191310727,-89.15938852284013,Guatemala,False
14.646352551971486,-90.1899061038896,Guatemala,False
17.304298407593087,-90.92545979617255,Guatemala,False
14.320445619866632,-90.65023823814685,Guatemala,False
17.648591269349506,-90.70434543483799,Guatemala,False
17.28730247700707,-90.22077807043347,Guatemala,False
16.65708255219583,-89.95435808458535,Guatemala,False
18.3049553356159,-88.22285304875719,Belize,False
17.047354656411247,-89.1273084728215,Belize,False
17.29785162910974,-88.30719293352327,Belize,False
17.011485751704456,-88.88269476353646,Belize,False
17.25355847903567,-88.55854502529282,Belize,False
17.596460012334934,-88.57406656796843,Belize,False
17.509975120053507,-88.4859502598493,Belize,False
17.04818289543226,-89.09271584419754,Belize,False
17.803620369966424,-88.70520410764419,Belize,False
18.281834741689277,-88.59293804351182,Belize,False
17.753343196987416,-88.80377039726858,Belize,False
17.860629301424673,-88.24147353400866,Belize,False
16.40555908922414,-88.52481403674525,Belize,False
17.551178537368713,-88.94667574383531,Belize,False
17.337029638201777,-89.10384766694735,Belize,False
16.9268316393891,-88.74174382107246,Belize,False
16.424018493856416,-88.8799560905214,Belize,False
17.285270132199194,-89.12215836033702,Belize,False
17.09998142880418,-88.61059506172262,Belize,False
18.025048924558362,-88.43767639468813,Belize,False
7.9746085428152975,-66.65398553228736,Venezuela,False
5.5019839442905925,-66.05657202913066,Venezuela,False
8.958604242053555,-71.43369635965512,Venezuela,False
8.6147292996394,-64.2690830421893,Venezuela,False
7.618858013677321,-67.98406106375775,Venezuela,False
9.408528482157548,-62.94178186219196,Venezuela,False
8.182142158619293,-67.35553569504793,Venezuela,False
3.7475318798048756,-66.64696273640124,Venezuela,False
5.900132974499145,-63.96519411745656,Venezuela,False
3.449483780625133,-66.66108243736765,Venezuela,False
4.706206735927438,-66.89678905251318,Venezuela,False
1.481536845579913,-66.80978519326816,Venezuela,False
10.402646722974715,-71.23395284030029,Venezuela,False
10.38951853074489,-63.36097876164942,Venezuela,False
7.864565029946716,-61.84653494780002,Venezuela,False
2.7382098814792535,-66.3380468884869,Venezuela,False
2.936712322764683,-65.94353178822878,Venezuela,False
1.1841202951551417,-65.09210605995524,Venezuela,False
7.178245737835211,-62.879976164002954,Venezuela,False
8.122057666493049,-61.175265214860914,Venezuela,False
5.8013206998322655,-61.02023478056081,Guyana,False
4.538651676913469,-59.142476668096535,Guyana,False
3.898782594690181,-58.87496223434109,Guyana,False
4.907226778483671,-58.605043774193156,Guyana,False
2.8207602116243313,-58.02966873833062,Guyana,False
6.787638709398628,-58.21635180799627,Guyana,False
4.470227210335801,-58.31580091853447,Guyana,False
4.192750602538537,-59.07750439419713,Guyana,False
3.352909854297533,-58.2676817151644,Guyana,False
1.6856509227009546,-58.23993956112214,Guyana,False
5.769317596532935,-58.748418235005815,Guyana,False
7.948069579245613,-60.30969488224033,Guyana,False
4.653717982923247,-58.30216974415109,Guyana,False
5.977263899589939,-57.880012446610785,Guyana,False
6.390895338998306,-60.8072801249207,Guyana,False
6.367955295101867,-59.020275540634294,Guyana,False
6.510166825849137,-59.01526005796331,Guyana,False
2.56694821859446,-57.193111126515,Guyana,False
3.485767574833202,-59.565362289324526,Guyana,False
6.583707304404001,-61.14009378626051,Guyana,False
5.381062624938437,-55.156484476768945,Suriname,False
2.523919145693614,-55.83954285698076,Suriname,False
4.909508824901819,-56.11857887773685,Suriname,False
4.065527888047107,-56.09589473244704,Suriname,False
3.397700206180215,-56.10560047807751,Suriname,False
4.136763188521078,-55.34301634362176,Suriname,False
4.575921689075162,-54.888556363398536,Suriname,False
4.318887229981603,-55.28377504877687,Suriname,False
3.516020962657734,-55.70798472178785,Suriname,False
2.8477582508802595,-56.7302570337963,Suriname,False
2.666181951399875,-56.27897379240405,Suriname,False
5.868372990394225,-55.38419401568488,Suriname,False
4.69299283013705,-56.55225821803634,Suriname,False
4.276979298369062,-57.287800548706926,Suriname,False
5.5996154518363666,-54.30480971289162,Suriname,False
4.240559037898823,-55.77431841612488,Suriname,False
5.3144806450809225,-54.852176473647674,Suriname,False
3.9120680266359247,-56.07449490214851,Suriname,False
5.157675685071767,-56.665613962079675,Suriname,False
4.859007578959375,-57.06378478965597,Suriname,False
41.47438177720681,9.10533757160583,France,False
49.7200328946787,2.7341828095968737,France,False
48.70595205767567,5.092941645154177,France,False
47.752482557458514,-1.1981771488591235,France,False
43.393714692735664,2.8545456848103683,France,False
45.44015601256494,0.8121080356848154,France,False
48.1866070981541,-3.6360556529605006,France,False
47.22126790384183,2.4961675802471675,France,False
2.9493939475424495,-53.66328701653283,France,False
49.41545155453218,-1.2513242019942794,France,False
47.90449231409179,-0.518559519956213,France,False
46.340769257773324,4.792397541371706,France,False
45.30818312984694,4.0171313310613,France,False
45.71936412528309,5.4226843377872385,France,False
48.55597879517811,-3.8388838501717473,France,False
2.2167142886043094,-52.98824373193038,France,False
49.278684136326284,5.7667271789475265,France,False
4.937508097931019,-52.98096247595569,France,False
48.19096584910849,6.787926912189327,France,False
50.45287726905942,2.7579873529050403,France,False
-3.5875240540152262,-79.98987890569433,Ecuador,False
-0.3960802160331518,-78.70353425343221,Ecuador,False
-1.0613790315548588,-77.83020171193529,Ecuador,False
-2.3777564680743466,-77.23182859242559,Ecuador,False
-1.014927104339252,-76.93895229629294,Ecuador,False
-2.6532790938515083,-79.17264346936915,Ecuador,False
-2.634300405069795,-77.10796409992787,Ecuador,False
-0.6213611954433302,-79.15176315500378,Ecuador,False
-0.8431547510650521,-75.33360076842669,Ecuador,False
-4.341077501054912,-79.87517723843516,Ecuador,False
-0.3248713358724853,-79.37779519600933,Ecuador,False
-0.3580958328276749,-75.74104912070186,Ecuador,False
-1.909364359415381,-78.41418223782748,Ecuador,False
-2.125831030392519,-77.7384094964343,Ecuador,False
-2.026413117668146,-76.92232385889545,Ecuador,False
-0.2616459477811608,-79.54578772688504,Ecuador,False
-3.744873055399757,-78.44353399152381,Ecuador,False
-2.024302178140276,-77.61614188696528,Ecuador,False
-2.8918149957356896,-79.79627263689174,Ecuador,False
-1.077080889992149,-77.134075143835,Ecuador,False
18.30814761080322,-67.16439904646218,Puerto Rico,False
18.34318165620664,-65.8618969980611,Puerto Rico,False
18.077729475916843,-65.81896183620582,Puerto Rico,False
18.26910183432218,-65.94582213807072,Puerto Rico,False
17.990857057673132,-66.50441050513668,Puerto Rico,False
18.226467673188523,-66.85037443351891,Puerto Rico,False
18.27155751586367,-65.83090856334107,Puerto Rico,False
18.067626827041863,-66.36112112036848,Puerto Rico,False
18.040989072832453,-66.45019504608707,Puerto Rico,False
18.378825894286095,-67.11837747792363,Puerto Rico,False
18.312821763737574,-65.70857798054978,Puerto Rico,False
18.4769807830397,-66.88174561898724,Puerto Rico,False
18.236676276172332,-65.67060428743478,Puerto Rico,False
18.18316527637931,-66.72473103162802,Puerto Rico,False
18.50885187310593,-67.04263073413102,Puerto Rico,False
18.278006387439532,-65.65708313003883,Puerto Rico,False
18.074863042471478,-66.67744886986179,Puerto Rico,False
18.20144308616971,-65.76331510059104,Puerto Rico,False
17.981540095513697,-66.36123424592158,Puerto Rico,False
18.40747520765944,-66.09724003421464,Puerto Rico,False
17.88877941367743,-77.57849093688996,Jamaica,False
18.172007073463302,-76.76765253093362,Jamaica,False
18.1673358203918,-77.77938729220674,Jamaica,False
17.928107826880222,-77.51000781873421,Jamaica,False
18.297313046677925,-77.70765255095058,Jamaica,False
17.8876742171107,-77.46282812998415,Jamaica,False
18.21069025444286,-77.08723499695907,Jamaica,False
17.771677897928,-77.15865929117588,Jamaica,False
18.289921913319958,-77.03142294814535,Jamaica,False
18.462753610905654,-78.01004411876914,Jamaica,False
18.065641083685122,-76.40138277494707,Jamaica,False
18.50740405011066,-77.83900920916619,Jamaica,False
18.270594459704437,-76.75768863059139,Jamaica,False
18.3822316061436,-78.0568962996319,Jamaica,False
17.964335652806337,-77.40196959151288,Jamaica,False
18.099240489528917,-77.65502739442759,Jamaica,False
18.260610398386678,-77.04175752854124,Jamaica,False
18.151977331344725,-76.78624811425652,Jamaica,False
18.44380316298297,-77.57210779472051,Jamaica,False
18.293354738228835,-76.98365813728182,Jamaica,False
22.182131571282593,-78.0041293494754,Cuba,False
20.00987273990772,-75.10271656112388,Cuba,False
22.15737163646069,-79.25447095301581,Cuba,False
22.041354477892646,-78.70353876683477,Cuba,False
19.96711979626148,-76.34481069853128,Cuba,False
20.422103439371956,-76.32258309595751,Cuba,False
22.041099107826987,-79.9116160798576,Cuba,False
21.14100616292363,-77.88766150962142,Cuba,False
22.01596450347083,-79.7511092277754,Cuba,False
22.50874253551106,-83.3154905937513,Cuba,False
21.125150787348947,-77.95081198130178,Cuba,False
20.716441953428347,-76.84538147020189,Cuba,False
20.923473795094722,-76.9530620717112,Cuba,False
20.442735091096026,-75.95066589210332,Cuba,False
22.33464559478455,-84.2847915412003,Cuba,False
21.954156886501714,-80.16075722943998,Cuba,False
22.74523864220489,-83.59402750918956,Cuba,False
20.941967355195,-78.21138644672817,Cuba,False
21.178541051637897,-76.52969766040381,Cuba,False
23.002813595296853,-80.50161228977687,Cuba,False
-21.303322234469448,29.7377014616732,Zimbabwe,False
-20.355322318194006,28.046845868041867,Zimbabwe,False
-20.358245943027814,29.297424095184763,Zimbabwe,False
-16.965104831543442,28.03517976178447,Zimbabwe,False
-17.449459895490676,29.153943313328266,Zimbabwe,False
-21.59507165237013,31.06053204944167,Zimbabwe,False
-21.009069040397105,27.8059707777769,Zimbabwe,False
-19.898976794994194,31.14458487307663,Zimbabwe,False
-18.245542322658633,27.46633927248716,Zimbabwe,False
-17.663980984146747,27.439679457547903,Zimbabwe,False
-18.31106786775915,31.07344219811988,Zimbabwe,False
-20.839576664638603,31.6625471145612,Zimbabwe,False
-18.631271933603745,27.881608340456722,Zimbabwe,False
-17.780464486861597,28.581097438864983,Zimbabwe,False
-18.14415662058569,32.35124414815444,Zimbabwe,False
-18.803279048126047,29.662732811959575,Zimbabwe,False
-16.198130182443478,30.984896593597067,Zimbabwe,False
-19.381777416894526,28.24026522541674,Zimbabwe,False
-20.598835632771888,30.400198834938994,Zimbabwe,False
-21.038291230112026,28.363496179126155,Zimbabwe,False
-23.605013732945768,23.942669216315032,Botswana,False
-23.41196765393234,21.319720302473854,Botswana,False
-19.991181879932018,25.383009240875985,Botswana,False
-23.249492380317953,24.754856671775716,Botswana,False
-20.21567861596776,21.192022254083362,Botswana,False
-26.03424607247417,20.92409091268399,Botswana,False
-21.109989252422643,27.8267846597924,Botswana,False
-19.024300218436593,21.848035036446085,Botswana,False
-23.14592095227993,24.49478685012727,Botswana,False
-22.420223876289864,28.4377446070758,Botswana,False
-23.464105605316437,20.47988541460057,Botswana,False
-22.03476629586898,20.35606811231166,Botswana,False
-19.719195833026774,23.359464502718257,Botswana,False
-19.259337843399422,23.21956698418729,Botswana,False
-22.30909093447992,24.271002463037895,Botswana,False
-22.95257667974163,22.219655120698732,Botswana,False
-20.293553791917805,26.114196197446212,Botswana,False
-24.604566761973214,26.099327142249823,Botswana,False
-21.690670270437067,24.32692957197635,Botswana,False
-20.46614005395089,27.129864231204916,Botswana,False
-18.276599884734857,19.205352014865287,Namibia,False
-28.147941979048102,19.71410542727085,Namibia,False
-24.89251100788306,19.040799580954282,Namibia,False
-26.12266901001983,17.749493166657697,Namibia,False
-19.647406095920026,17.306055158921247,Namibia,False
-19.01085049142869,14.340909168247027,Namibia,False
-18.990154542326035,14.55495618375226,Namibia,False
-27.703840088079133,16.19589111398908,Namibia,False
-17.330143478748184,12.529823105571792,Namibia,False
-17.307853883924196,11.886267318981993,Namibia,False
-27.84576391354407,16.179395205328788,Namibia,False
-20.014988819587806,19.4072690264982,Namibia,False
-20.336333037725566,14.99230151214742,Namibia,False
-19.398216299367657,14.216726062671883,Namibia,False
-19.006748926679645,17.9036101767653,Namibia,False
-22.829631372880755,17.805261280033946,Namibia,False
-18.428168847032712,12.95931283108024,Namibia,False
-18.355891936795803,18.741572452646505,Namibia,False
-22.828554190908687,18.879826040321667,Namibia,False
-28.409221417738483,18.091896443283275,Namibia,False
14.595767479319687,-17.38956341384122,Senegal,False
13.242859890170568,-12.68865082398126,Senegal,False
14.465787016488271,-16.35559694668361,Senegal,False
15.680226001488727,-14.066733619178875,Senegal,False
14.647807459534837,-14.207795362470957,Senegal,False
15.261498864705366,-16.016853371940694,Senegal,False
15.037830465752922,-16.075587042680265,Senegal,False
12.652730574308313,-16.319580188839144,Senegal,False
12.762330352133576,-12.201912774264374,Senegal,False
13.30141423010853,-12.116694945393258,Senegal,False
14.89646797923989,-16.291564595552607,Senegal,False
12.616471423943993,-14.34724357705045,Senegal,False
14.935500861444583,-13.910837782283275,Senegal,False
13.86343089373134,-16.670936252305893,Senegal,False
12.829890563570487,-12.878995870275233,Senegal,False
15.185688814864108,-13.207491589791521,Senegal,False
16.51948547599521,-14.745658215013396,Senegal,False
14.776104427676138,-16.12989308942434,Senegal,False
14.766456770580024,-13.522790416051727,Senegal,False
14.797418873545084,-12.414381421667041,Senegal,False
14.319206283797833,-4.271341657722959,Mali,False
22.813886242886372,-3.4921114625222653,Mali,False
12.369887145717707,-7.548518031245418,Mali,False
17.81439466178712,-5.152183128447938,Mali,False
17.42907203636714,1.9654965948412375,Mali,False
14.074036639830387,-5.669716461416173,Mali,False
21.454085956704958,-5.965192427127175,Mali,False
14.709721090431996,-7.95801874351088,Mali,False
16.543034104473065,-1.5562734904799047,Mali,False
21.749987418354145,-0.05299864511169261,Mali,False
13.382919278247972,-9.142489228310334,Mali,False
21.413372339620338,-0.37062840201966907,Mali,False
23.97697300743336,-3.4841529358589174,Mali,False
18.485017535731952,-1.2319086775925463,Mali,False
16.861265957039084,-0.9937302471179077,Mali,False
14.308481174781893,-7.466913722310665,Mali,False
16.62620998854957,3.9620924088616327,Mali,False
10.981500198250407,-8.381300031460064,Mali,False
13.09371934921119,-4.3092876019995305,Mali,False
14.236675140015025,-7.398871676044386,Mali,False
24.15729678327211,-11.13666307546913,Mauritania,False
17.401282641246958,-14.664713665507302,Mauritania,False
20.956242976309355,-14.709593603964471,Mauritania,False
18.796312834023198,-13.03794860928444,Mauritania,False
18.873807193774855,-15.806151383545812,Mauritania,False
20.20662761617794,-15.822192610602235,Mauritania,False
17.474735760735566,-6.783503996993021,Mauritania,False
25.717723199769093,-6.825592578671458,Mauritania,False
23.025436535982983,-11.338982736088617,Mauritania,False
18.823803148666897,-12.123051305865726,Mauritania,False
17.392306470322822,-8.044004837147954,Mauritania,False
18.902392135279896,-5.864509584423136,Mauritania,False
24.232992181180578,-9.602999296174765,Mauritania,False
18.385477021559296,-10.039607650022372,Mauritania,False
22.15895351505244,-10.593200739298918,Mauritania,False
25.310979496908793,-7.566182889336542,Mauritania,False
17.470515960822553,-9.805308190994673,Mauritania,False
20.727411797252667,-6.687928483455762,Mauritania,False
15.93666213398901,-11.624390610306566,Mauritania,False
16.728165459353036,-8.452553222225692,Mauritania,False
10.097085535473557,3.179571482083079,Benin,False
10.521876107000816,2.0655615492716635,Benin,False
10.737448091436958,3.6658395733040003,Benin,False
11.439856883843484,2.853488507778801,Benin,False
10.432852364506402,3.2933762355128504,Benin,False
10.027963382117452,2.117482937690537,Benin,False
10.717035411083803,3.141002151420689,Benin,False
10.708039293217222,2.7362408349647174,Benin,False
10.501777017976892,1.424689154087789,Benin,False
8.140027624644564,1.9253750021529472,Benin,False
11.344155355389226,1.90665778384848,Benin,False
10.996545012801302,1.9070790396137764,Benin,False
10.816884351089225,0.8897828197162958,Benin,False
10.473801695713938,3.566951901648594,Benin,False
6.532402180045432,2.645518623298653,Benin,False
10.22084289361802,2.7692368539427754,Benin,False
6.677466004359555,2.1136307703327333,Benin,False
11.563733927151882,2.024562475320331,Benin,False
11.801579058395426,2.5404322072007735,Benin,False
8.713284678827144,2.1596383623355635,Benin,False
19.653447770321428,6.904984598986968,Niger,False
14.750497935988177,5.894752148393062,Niger,False
14.962547532361974,4.227100732642199,Niger,False
17.58395366314459,12.044745705829788,Niger,False
14.171573974357731,10.809592583669602,Niger,False
15.28463531794851,1.700822303496497,Niger,False
17.188948795341442,13.823900781306776,Niger,False
21.89176972607846,12.347964188216096,Niger,False
15.26412122468629,5.078113001788953,Niger,False
14.955983639843064,9.581489337449959,Niger,False
13.078352860029442,3.1128040576033564,Niger,False
16.077308029114796,10.161842729851081,Niger,False
16.123959765960848,7.074694070836857,Niger,False
17.66091593768992,14.560954819568401,Niger,False
14.130597216735591,1.5961989858534125,Niger,False
15.2139514537886,9.952698278477445,Niger,False
16.668882244780914,10.17976610309839,Niger,False
18.33001438764779,12.902935365887291,Niger,False
21.813200429053147,9.281020242950474,Niger,False
16.439859542476132,8.885784775597363,Niger,False
11.346433272338714,8.973883299394338,Nigeria,False
10.429221920768828,6.115505440005617,Nigeria,False
10.022933494665377,6.596320437648887,Nigeria,False
12.542239232837476,10.936646598545167,Nigeria,False
12.477961990413291,11.154827336152348,Nigeria,False
4.706562945885567,7.208700546171275,Nigeria,False
13.762914392964213,4.778005565203491,Nigeria,False
10.984626498921536,12.390633802728134,Nigeria,False
7.391346142172605,9.251375489373387,Nigeria,False
6.4446061209727645,7.1201393857931965,Nigeria,False
6.553135330484903,7.080565080045641,Nigeria,False
9.785509283669558,10.566866439370823,Nigeria,False
9.04034662543936,8.984428469409256,Nigeria,False
10.14635012312996,13.203459403315744,Nigeria,False
6.170789861907601,6.596593517915613,Nigeria,False
9.989182370508644,10.149441974447416,Nigeria,False
11.48876099038155,10.727357841661508,Nigeria,False
8.118651477720807,4.435408784860366,Nigeria,False
8.240311871215857,11.01509159968815,Nigeria,False
9.971786328067942,4.441710807808388,Nigeria,False
2.5094512177949193,12.908913559547823,Cameroon,False
2.961744266165891,12.060509929218995,Cameroon,False
6.737083727656278,12.037687733361203,Cameroon,False
4.050318058137102,14.073159025198926,Cameroon,False
8.449768364616315,13.571982028008081,Cameroon,False
2.3503806432532555,10.544365185148575,Cameroon,False
4.781555551387452,9.789486641514966,Cameroon,False
8.84993173225472,14.506409476845196,Cameroon,False
6.177367958284358,13.225830584715828,Cameroon,False
6.629854155650333,11.30676512943114,Cameroon,False
2.4388563900513787,10.221674137541438,Cameroon,False
11.484903233032334,14.835855525599492,Cameroon,False
7.885371289604196,14.513395763030623,Cameroon,False
10.180380758244857,14.27416690271572,Cameroon,False
2.4211709126634187,12.731970312789203,Cameroon,False
3.143047939945027,12.365827842129425,Cameroon,False
5.624331970126942,8.972342140715083,Cameroon,False
2.305825060072666,11.527735318443051,Cameroon,False
5.623969993536186,12.170164483151575,Cameroon,False
10.93541386671497,14.17537251058937,Cameroon,False
7.928378153180178,0.8774979946993249,Togo,False
8.621650305898976,1.0917063118932189,Togo,False
6.35392407115132,1.4427084778123103,Togo,False
7.8528449915584115,1.3987309169780129,Togo,False
9.934663581559725,1.278085148044365,Togo,False
8.24641406285258,1.4014245004751709,Togo,False
10.083991438721387,0.8961676090110553,Togo,False
7.587258037598816,0.6311260766814374,Togo,False
9.237883859614438,1.3507204487671045,Togo,False
7.537582977684037,1.1135862015598739,Togo,False
10.846828334472182,0.8061728321072541,Togo,False
10.922465304239559,0.7342331256378807,Togo,False
6.159656669222629,1.4113613664239961,Togo,False
6.813699932442727,1.245772634431355,Togo,False
10.243098770638984,0.761425687027935,Togo,False
8.85265340127784,1.5003104660173312,Togo,False
9.507725249372426,1.217919430674326,Togo,False
7.9902518811739025,0.7680534249656951,Togo,False
9.768607409448558,0.777559042275637,Togo,False
9.432172339092014,1.2087307797430522,Togo,False
7.653727914965739,-2.4236118882117226,Ghana,False
6.742786842572833,-1.7137138087096258,Ghana,False
9.964394663225924,0.06564148835482797,Ghana,False
7.9336471425187245,-1.3602531688344688,Ghana,False
6.944604605151485,-1.4779147100213026,Ghana,False
8.122360533098732,-1.5269069212942985,Ghana,False
5.4625937770058695,-2.734640452908403,Ghana,False
6.812588986535589,-2.542189445404106,Ghana,False
5.9045002572085465,0.15175520257051422,Ghana,False
